0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Danaparoid,0.4963652,-0.39035684,-0.03667233,-0.029060472,-0.15461834,0.4845439,-0.2631796,-0.70976734,0.46393785,0.3265575,0.014888121,-0.2532516,0.08181659,0.08696143,-0.35180104,-0.26976392,-0.07642752,-0.582615,0.48271507,0.2699721,-0.3542127,0.18032403,0.16655438,-0.6219136,0.25228924,0.053931102,-0.299541,-0.22493528,0.32085085,-0.0639197,0.03749211,-0.3766313,-0.08127129,0.46405628,0.092945404,0.25623143,0.28579327,0.022835568,-0.20023225,-0.36629388,-0.2996138,0.51812184,-0.7196325,0.05049846,-0.60389787,0.43485942,0.16240084,0.23645365,-0.35519356,-0.048089188
Danazol,-0.22070785,0.07385487,-0.094259955,0.07951929,0.025493825,-0.26467776,0.64170116,-0.57543385,0.27610487,0.24282232,0.00038396684,-0.40911433,0.24808125,-0.42471516,-0.34740555,0.09976232,-0.00885573,-0.25615165,-0.13071607,-0.12779093,-0.25141257,0.17163315,-0.014538824,-0.46609262,0.20997892,-0.032272328,-0.13755585,0.080106564,0.16878124,0.153572,-0.061348494,0.2666178,-0.40367272,-0.16191055,-0.040117864,-0.39521384,0.2851086,0.0849442,0.03523661,-0.11893086,-0.28017843,0.689603,0.02539474,0.2783952,-0.29720813,0.12270293,0.16325879,0.38086852,-0.37041277,0.024352875
Defibrotide,0.3365335,-0.10617401,-0.293617,-0.041306395,-0.32798538,0.5611335,-0.046537574,-0.7180545,0.51189137,0.15936759,-0.088702485,-0.05173037,0.16442192,0.12132844,-0.5265808,-0.12590744,0.081543915,-0.65662324,0.3833031,0.3906324,-0.094701566,-0.10441289,-0.011179209,-0.26560426,0.10313768,0.013603811,-0.12335111,-0.17820574,0.15614103,-0.008119646,0.09382692,-0.110750034,0.0029320093,0.5207959,0.112705335,0.28573945,0.3681709,-0.048923492,-0.13601813,-0.24343255,-0.2401253,0.81597483,-0.62674445,0.027246347,-0.32023904,0.65627,0.26596847,0.23398624,-0.5388779,-0.056282915
Deoxycholic acid,0.32797918,-0.17620389,-0.29267445,0.08362933,-0.058992717,0.5649089,0.07869982,-0.5855075,0.33412552,0.03964456,-0.21836174,-0.17603026,0.20571527,0.20238376,-0.5054797,-0.16498978,0.24563538,-0.67571265,0.20727773,0.10810915,-0.23002973,-0.17273298,0.100934006,-0.3636528,0.096734986,-0.022030702,-0.20852631,-0.34931824,0.35782567,-0.06273397,-0.22871234,-0.2930551,-0.2330664,0.35350507,0.25785422,0.33943298,0.26215315,0.022818802,-0.13187462,-0.13457564,-0.2789263,0.68628097,-0.62870413,0.030859027,-0.45847586,0.53244466,0.38981938,0.13073646,-0.5997872,-0.15255706
Desirudin,0.34822586,-0.19339454,-0.22563772,-0.1387311,-0.20895384,0.6670205,0.17450482,-0.6571415,0.61661816,0.30829108,-0.33538488,-0.16154912,0.042832375,0.1500137,-0.54153985,-0.30287048,0.08403398,-0.5486671,0.29831707,0.20767301,-0.25081888,0.05813146,-0.110716365,-0.64715445,0.14335993,0.1676998,-0.18924639,-0.34289256,0.43169394,-0.16300158,0.016578466,-0.09949088,-0.05772859,0.286473,0.10284733,0.3419495,0.5199005,-0.067655124,-0.0715369,-0.16415447,-0.29589692,0.5558592,-0.57492614,0.183436,-0.2796112,0.6993447,0.28358948,0.48438516,-0.3246146,-0.059533466
Desvenlafaxine,0.3113698,-0.2510992,-0.3593362,0.03457729,-0.4686593,0.14465739,0.072421074,-0.37336072,-0.009550429,-0.16021337,-0.4564118,-0.2938616,0.015226016,0.30680043,-0.096493654,0.05329675,0.3555458,-0.50325674,0.38664603,0.11323141,-0.2719416,0.097611696,-0.05102636,-0.20829678,0.0020857507,0.10464297,-0.072728686,-0.32672143,0.45286518,-0.35430655,0.055573992,-0.3093876,0.040999066,0.1636875,0.29762068,-0.08544992,0.23152152,0.029105688,-0.37285435,0.11669949,-0.48456421,0.36548412,-0.66512364,-0.22530068,-0.80618596,0.00629673,0.481594,0.025579352,-0.29818138,0.034026034
Dexlansoprazole,0.036729176,-0.4299555,-0.28768593,-0.13530517,0.24162436,0.17612101,0.28191224,-0.39369446,-0.21689956,0.21489558,-0.2351695,-0.5344988,0.118087165,-0.46074724,-0.3629688,0.34228745,0.070035644,0.073970124,0.2759492,-0.2619272,-0.40287647,0.23382066,-0.22350058,0.006569574,-0.23703974,0.205798,-0.19404425,0.3584964,-0.11592481,0.26608056,-0.44233844,0.008057502,-0.5171316,-0.36078188,0.07557902,-0.37335616,0.35884276,-0.116905585,-0.17757428,-0.27443185,0.16874261,0.7765159,0.028754633,-0.24858212,-0.51114196,-0.019281058,0.21085769,-0.36877972,-0.99749094,0.055201933
Dextran (-1),0.45599136,-0.10515793,-0.049298834,0.0764661,-0.37274882,0.2816495,-0.0043655667,-0.7835689,0.6491312,0.37347844,-0.27059424,0.15777592,0.27091178,0.26723972,-0.4206725,-0.27772325,0.07897116,-0.5476234,0.36599645,0.35308793,-0.33856815,-0.0752304,0.22664057,-0.45740536,0.27559504,0.22694749,-0.14143738,-0.4852358,0.12799405,-0.023296809,0.18303296,-0.16434978,0.02167144,0.1792915,0.038223315,0.029072264,0.5127178,0.24239421,-0.15010682,0.038487725,-0.2745474,0.592497,-0.50396377,-0.21790397,-0.3404438,0.3635145,0.035833217,-0.006956666,-0.634241,-0.21107678
Dextran (high molecular weight),0.47438118,-0.08533208,-0.095680885,0.13878493,-0.30114093,0.3944197,0.09958091,-0.75078464,0.69523984,0.28670967,-0.27743477,0.14846283,0.32790855,0.2186225,-0.45132652,-0.17768408,0.15241273,-0.55683976,0.30869412,0.29373267,-0.29647928,-0.027735624,0.11567889,-0.3754682,0.17745733,0.114688,-0.14463907,-0.36062205,0.19546592,-0.040365476,0.3131539,-0.18082681,-0.034560908,0.21755323,0.05715989,0.23004544,0.48946938,0.17448597,-0.18472864,-0.092953846,-0.32743034,0.5970142,-0.39932564,-0.083455466,-0.3628878,0.40975183,0.19753917,0.0076257316,-0.61481977,-0.10927203
Dextran (low molecular weight),0.42538473,-0.06313635,-0.06947843,0.16865698,-0.3520855,0.33287278,0.051185377,-0.7699267,0.6668085,0.25285918,-0.3296654,0.110215314,0.33050886,0.2966617,-0.50348526,-0.17391703,0.22603536,-0.5248706,0.3332869,0.19176427,-0.34307495,-0.097713046,0.093228586,-0.4297765,0.25026515,0.13953662,-0.12210772,-0.3419488,0.26298457,0.009048459,0.12405404,-0.21717294,-0.05978448,0.2889384,0.024567356,0.13877982,0.57914096,0.14276591,-0.208406,-0.10911341,-0.34752622,0.6297771,-0.5110265,-0.0660251,-0.3077922,0.49411646,0.09555438,-0.05446071,-0.58644,-0.11955531
Diclofenac (ophthalmic),0.29072013,-0.06827523,-0.13827932,0.06582064,-0.29540986,0.4386875,0.100697875,-0.63601243,0.42997316,0.20762849,-0.2906036,-0.15947756,0.22730143,0.1971072,-0.67363614,-0.07475429,0.45692965,-0.59700114,0.5433512,0.22978541,-0.26468736,-0.117212676,-0.08735974,-0.35809293,0.111423805,0.097328566,-0.23017807,-0.23085234,0.42705384,-0.078882664,-0.2731796,-0.051632024,-0.13455684,0.29076076,0.41676787,0.21020935,0.47530726,-0.040326234,-0.13711676,-0.1622906,-0.5081399,0.47423917,-0.54669034,-0.06624855,-0.42647776,0.49909666,0.41657507,-0.0053210654,-0.48171586,0.022782965
Diclofenac (topical),0.24887903,0.3218086,-0.18411803,0.37206066,-0.07923848,0.15081017,0.5978366,-0.345402,0.729476,0.39527822,0.2725142,-0.15267228,-0.054155547,-0.007371916,-0.2891746,-0.24646667,0.43623683,-0.5947742,0.3847106,0.15902212,-0.30910534,-0.12662154,-0.0074319495,-0.47515708,0.16854668,0.043559738,-0.31321868,-0.111683786,0.21550958,0.16352001,0.043161575,-0.09929835,-0.26517233,0.11513064,0.24215983,0.23094843,0.5562555,0.04963217,-0.095932834,0.0072620674,-0.8352302,0.5957794,-0.20813167,0.11199469,-0.62341464,0.5248875,0.3453433,-0.10475724,-0.37164107,-0.07531311
Dicoumarol,0.6261824,-0.10831872,-0.41610232,-0.26077744,-0.14684182,-0.33042336,0.058759436,-0.06872937,0.47658873,0.14045905,0.07600622,0.072494656,-0.47112307,-0.12912679,-0.17645095,-0.78859955,-0.16354798,-0.82547003,0.06432641,-0.1038038,0.19118622,0.12275096,0.17633279,-0.48163995,-0.016537294,0.3445474,-0.043014362,-0.30899736,-0.14184082,-0.20656894,-0.20365076,-0.39740235,-0.114208326,0.06011377,0.10031868,0.7149584,0.37009242,0.052327212,-0.0077950847,0.11547942,0.30018294,0.6326101,0.19862641,-0.017490609,-0.47862574,0.42776394,0.6803113,0.07597462,-0.50739694,-0.57326925
Diflunisal,0.38360798,-0.07740688,-0.23905663,0.089465685,-0.3863042,0.31191295,-0.08158921,-0.40661666,0.5648087,0.13854918,-0.25159898,-0.07148653,0.14485554,0.33127445,-0.26969942,-0.27744663,0.15505007,-0.6324121,0.3510366,0.6203746,-0.24182655,0.23046917,0.101102844,-0.35894573,0.13674712,-0.34647405,-0.0766537,-0.30793312,0.074880645,-0.022651402,0.031735968,-0.041857712,-0.04089153,-0.19785456,0.2338234,0.0044868966,0.52021384,0.07643655,-0.37360087,-0.2601119,-0.2534364,0.4688031,-0.2088612,0.18285367,-0.3051158,0.049594015,0.0045678574,-0.07693883,-0.48447737,0.03794327
Dipyridamole,0.44822207,0.013313252,-0.20118032,0.07503205,-0.32211292,0.5262436,-0.09244837,-0.50033003,0.63201636,0.44624186,0.09359557,-0.06962232,0.24095964,0.1675378,-0.38883793,-0.31553352,0.25393903,-0.43530446,0.31998953,0.29137313,-0.14381748,0.036216773,0.2979356,-0.4725797,0.02439225,0.14260541,-0.011363022,-0.38972262,0.06829623,0.04417379,0.0820009,-0.36789975,-0.18676536,0.47091988,0.19217828,-0.0727537,0.6373382,0.193609,-0.01594216,-0.28671828,-0.09212433,0.6983274,-0.5324054,-0.18421055,-0.1649616,0.30129063,0.300862,-0.02683454,-0.5433953,-0.27896586
Drotrecogin alfa,0.16616596,-0.22131279,-0.41780958,0.07734296,-0.109283425,0.69181037,0.34429392,-0.63231343,0.48333305,0.05410526,-0.5039926,-0.1567523,0.24097727,-0.026875567,-0.5358095,-0.115035646,0.37237176,-0.39462563,0.22056961,0.37743008,-0.026547158,-0.00096776284,0.048358314,-0.48479638,0.20958078,0.12095174,-0.29202402,-0.23825411,0.53072035,-0.1486904,-0.117114745,0.092144296,-0.16264601,0.14688173,0.41164684,0.48255965,0.37270248,-0.13531968,-0.1438639,-0.12762114,-0.24623115,0.50133544,-0.62653464,0.23132814,-0.42285785,0.49696887,0.376906,0.17645812,-0.4601154,0.124653086
Edoxaban,0.5823652,-0.25525522,-0.12590136,-0.31549525,-0.25138602,0.29958615,-0.048858516,-0.14623989,0.36174446,0.19929115,-0.23610419,-0.26816124,0.41336256,-0.20808102,-0.36898315,-0.051545274,-0.05838276,-0.3739591,-0.0031001358,0.24061804,-0.1283128,0.23274824,-0.1819562,-0.66081053,0.07243832,0.31859934,-0.44859844,-0.54819655,0.29873624,-0.09454773,-0.032407604,-0.2957461,-0.3432663,0.22467582,0.23989591,0.16634019,0.20625532,0.035801213,-0.1043774,-0.3654283,-0.14939074,0.4850507,-0.26296854,-0.030382287,-0.37241983,0.5206333,0.4114271,0.28603077,-0.19777296,0.04236973
Enoxaparin,0.49601254,-0.40737557,0.0016728806,-0.039899185,-0.1621187,0.66077685,-0.026339548,-0.42576355,0.66312426,0.29861975,-0.13594227,-0.12516546,0.19202283,-0.016670778,-0.4167784,-0.19066986,-0.093574956,-0.5058531,0.5499694,0.13183528,-0.0981036,0.30310512,-0.061815333,-0.62697494,0.22540885,-0.0706326,-0.20125942,-0.31014374,0.27744445,0.0064217625,-0.0071430705,-0.10297797,-0.20031144,0.29298264,0.13743071,0.3569378,0.4329572,0.052494895,-0.360194,-0.042835362,-0.16976102,0.45574296,-0.50987715,-0.11423511,-0.6294469,0.4445148,0.32350883,0.23525816,-0.14757897,-0.21210596
Epoprostenol,0.32334542,0.0530006,-0.026331976,0.17157014,-0.4876522,0.3912912,-0.1339808,-0.41480964,0.23836052,-0.08581567,-0.26186517,0.02797157,0.17328177,0.26389807,-0.32123396,-0.07367839,0.1310616,-0.49249923,0.4833953,0.25967905,-0.12401725,-0.0033641553,-0.23863192,-0.27745035,0.07751415,0.25706795,-0.06646311,-0.46253777,0.5527939,0.018966142,-0.051396005,-0.471008,0.23596579,0.34816104,0.18194665,0.29553276,0.43423718,0.113207884,-0.4766537,-0.102981605,-0.46480757,0.62195444,-0.5780421,0.008056165,-0.60636914,0.27682573,0.3494864,-0.082188465,-0.52441907,0.12998648
Eptifibatide,0.26061395,-0.08804548,-0.13494202,0.029841665,-0.42926517,0.5170702,0.20158407,-0.54995906,0.5403166,0.061585505,-0.06771876,0.031070355,0.18429127,0.21785975,-0.60866684,-0.0765874,0.14205562,-0.55648977,0.41430703,0.25396,-0.23888548,-0.102890134,0.015926467,-0.42030233,0.048888452,0.112393714,-0.15978834,-0.285385,0.32288846,-0.051202845,-0.014583821,-0.19101727,-0.02446496,0.3472371,0.22822148,0.39849854,0.3919754,0.0448562,-0.014392785,-0.5028222,-0.48067433,0.68619573,-0.46200618,0.042051394,-0.48610497,0.45432988,0.2736216,0.0957141,-0.6860432,0.088253215
Esomeprazole,-0.02706142,-0.69902074,-0.14146511,-0.225999,0.49952993,0.26230413,0.12080413,-0.43699113,-0.10944415,0.18859759,-0.32366928,-0.48240206,-0.062474344,-0.26697606,-0.2696231,0.18085076,-0.03411113,-0.054450065,0.3003948,-0.21172093,-0.2619354,0.1887382,0.05913613,-0.0785022,-0.1130113,0.14816572,-0.21367113,0.25232795,-0.16804436,0.2164075,-0.28400818,-0.09708545,-0.52644676,-0.29845,0.0774306,-0.33912122,0.024407089,-0.23158328,-0.22082816,-0.0053964397,0.33578008,0.91469514,-0.07655491,-0.26141766,-0.6319058,0.12753482,0.2232968,-0.18513356,-1.0212717,0.31229305
Etodolac,0.31372544,0.05305704,-0.1757872,0.13213621,0.022666346,0.3015508,0.35822675,-0.4376601,0.73145443,0.38346663,-0.08534349,-0.15602681,0.15644547,0.099063665,-0.29817536,-0.1484404,0.18872721,-0.66477907,0.30988687,0.36232755,-0.16820972,-0.002673303,-0.19379601,-0.33575177,0.14685343,-0.21130882,-0.026972774,0.04496761,0.15635741,0.26468053,0.1866977,0.11970617,-0.19574235,-0.05628385,-0.002129223,0.23175116,0.6135977,0.23883295,-0.17266582,0.09396401,-0.48783293,0.55982405,0.012023088,0.38659376,-0.49689254,0.18635069,0.1731714,-0.16379541,-0.49553663,-0.026808089
Fenoprofen,0.36702326,-0.31699356,-0.25655216,0.48489177,0.22030067,0.27146998,0.41763592,-0.25796413,0.49425912,0.37496647,0.090949796,-0.027759828,0.0015252782,0.10313596,-0.20217952,0.18978265,0.13520908,-0.61008245,0.28624204,0.6071713,0.046022873,-0.2999497,0.08079152,-0.44990614,0.20144834,-0.32422388,-0.09505274,-0.17369612,0.124489695,-0.065611534,0.031703386,0.14361525,-0.121877216,0.004277775,0.11445717,-0.13008642,0.6370647,0.22648083,-0.39467108,0.19892658,-0.35617703,0.62309617,-0.06598316,0.2431667,-0.52668464,-0.0008573756,-0.15067188,-0.08756026,-0.6601103,-0.058465317
Flurbiprofen,0.63967437,-0.22829719,-0.31909752,0.43094605,0.11008132,0.15356156,0.18212406,-0.34973055,0.54786086,0.07357567,-0.02254305,-0.021954278,-0.0062146517,0.24496622,-0.26770246,0.06235744,0.1169593,-0.75536364,0.13955417,0.34248102,-0.05315299,-0.04985711,-0.11916132,-0.29641652,0.22288208,-0.41951206,-0.14174958,-0.0075738397,0.079238035,0.038343355,0.11534074,0.24443986,-0.41497633,-0.15195382,0.00086374703,-0.03491051,0.6208733,0.080274485,-0.1305698,-0.14132762,-0.3985472,0.69513404,-0.05015663,0.07237101,-0.5173934,0.27496594,-0.19784425,-0.041358333,-0.38742834,-0.20620507
Flurbiprofen (ophthalmic),0.33226493,-0.09493998,-0.2776405,-0.071212694,-0.33464262,0.47503975,0.063338265,-0.6608598,0.40814653,0.023742681,-0.45350674,0.018286945,0.27367666,0.3541837,-0.5405564,-0.0011380728,0.27620533,-0.7401234,0.41058502,0.34283862,-0.3819016,-0.17406105,0.10436237,-0.41784522,0.1695113,0.12155835,-0.26638773,-0.31995323,0.48639375,-0.11413983,-0.25271544,-0.18875712,-0.031128712,0.4042875,0.41938448,0.14559811,0.37149543,0.07709753,-0.26606083,-0.17143236,-0.4795767,0.6329893,-0.56813174,-0.17430006,-0.44872013,0.5158878,0.2620946,0.2067645,-0.578206,0.0044670715
Fondaparinux,0.4510141,-0.28160626,-0.22852652,0.017344676,-0.2894515,0.49668354,0.11864001,-0.5516354,0.54128784,0.23809148,-0.25302562,-0.20353541,0.29428703,0.1544887,-0.34856346,-0.341188,-0.078195535,-0.5328553,0.44300613,0.28002775,-0.3591552,0.059189357,0.096060485,-0.47767353,0.17535686,0.14782292,-0.018344926,-0.3580347,0.43737093,0.016289804,0.17048799,-0.21128727,-0.1777568,0.25283158,0.17791197,0.28322,0.21794271,0.08730937,-0.26452276,-0.23366353,-0.3051603,0.6067391,-0.5707236,-0.078003235,-0.68641865,0.57534975,0.35579523,0.35657302,-0.2755692,-0.11097486
Fosaprepitant,-0.25150692,-0.03846734,-0.036878616,-0.2145854,0.18212484,-0.1908981,-0.23855531,-0.48225108,0.041226774,-0.0048392764,-0.34772396,-0.38253337,0.11534,-0.01908114,-0.22163723,-0.07768708,0.11141935,-0.21253529,-0.21524203,0.26858073,-0.098109506,0.09297016,0.038787056,-0.5727857,0.38206086,0.17980619,-0.31520367,0.14949036,-7.53465e-05,-0.016036805,-0.44079912,0.117018394,-0.2787306,-0.027943684,-0.019212365,-0.34563336,0.17044157,0.069277115,0.23982082,-0.043162458,0.13823777,0.65116566,-0.07108071,0.14594452,-0.2633845,-0.047929734,0.6052881,0.27603173,-0.41874024,-0.007999116
Ginger,0.066765584,-0.013214225,-0.123317495,-0.16472,0.024366107,0.24158251,0.1668934,-0.42495614,0.22058673,0.05090425,-0.24691503,-0.20793003,0.35998684,-0.16497226,-0.31440005,-0.1008526,0.0067858207,-0.29180217,0.025938133,0.20428987,-0.04488928,0.04582943,-0.144741,-0.49244335,0.22864495,0.08693298,-0.21508855,-0.08871721,0.14539552,-0.05932134,-0.10386624,-0.0056097344,-0.2261806,0.049782716,-0.12185832,-0.024877287,0.2861643,-0.029124653,0.058658406,-0.08480284,-0.15823832,0.5197198,-0.3672348,0.23184791,-0.36956048,0.12756205,0.17280304,0.051543567,-0.48522893,0.14944014
Glycerol phenylbutyrate,-0.11466819,0.003416865,-0.070856966,-0.43092152,0.16093057,0.20233355,-0.107279554,-0.23009117,0.20118736,0.08840534,-0.4107803,-0.35755473,0.5283967,-0.36135647,-0.3038356,-0.09128493,-0.07591884,-0.07486693,-0.18974786,0.12118716,0.0007756219,0.27648473,-0.20051627,-0.5786915,0.32287654,-0.1008161,-0.15182851,-0.2869163,0.17082714,-0.061334312,-0.038184404,-0.27211556,-0.21682706,0.03963038,-0.015519292,-0.123943426,0.26764375,-0.17441632,0.072186224,-0.008667523,0.052695684,0.75421834,-0.016307075,0.23541202,-0.16000861,0.055171236,0.11222837,0.2349834,-0.3636006,0.08762891
Hemin,0.29450238,-0.07312669,-0.15680447,-0.36912948,-0.27964383,0.8119004,0.014636512,-0.58719856,0.8272514,0.11947849,-0.3382509,0.030248404,0.40826482,0.009493028,-0.38592988,0.058048233,0.050408125,-0.3880465,0.235934,0.48675543,-0.19162291,-0.27390173,0.24107935,-0.31766886,0.049761422,0.0403604,-0.2115613,-0.1368562,0.194987,-0.032493904,-0.24264883,-0.30012792,-0.3463123,0.21342845,0.41021344,0.28357628,0.3733935,0.18322113,-0.21930718,-0.15021366,-0.19831653,0.72978914,-0.33505306,0.013312244,-0.080176786,0.3732209,0.43828487,0.032475177,-0.7355686,-0.17228161
Heparin,0.61737007,-0.2940902,-0.1505037,0.08074306,-0.445303,0.6268479,-0.05425689,-0.5916019,0.65850955,0.360105,-0.04780757,-0.021247614,0.16740839,0.08274865,-0.45427763,-0.20786929,0.032580517,-0.44611928,0.29434416,0.21610671,-0.24437049,0.20275307,0.0033880991,-0.5224616,0.061911236,-0.0545661,-0.022440908,-0.37426507,0.26189214,0.11365966,0.22897126,-0.18380381,-0.16011545,0.1894987,0.15608935,0.15224,0.5582405,0.12118139,-0.082477845,-0.26304832,-0.033738673,0.5981304,-0.4954691,-0.09642988,-0.43144014,0.365153,0.019559989,0.18186206,-0.51856095,-0.09242387
Ibritumomab tiuxetan,0.6002652,0.12170486,-0.25647515,-0.042442936,-0.13850126,0.42656028,0.01940713,-0.6524804,0.3508735,-0.1918219,-0.26822147,0.37809157,-0.17241195,0.003677339,-0.44449905,-0.22903344,0.15070598,-0.12725836,-0.08273572,0.5701853,-0.34864777,-0.011265123,0.20849435,-0.2842332,0.026015293,0.2708687,0.03726695,-0.28531948,-0.16692826,-0.10017354,-0.024091087,0.15450132,-0.017474778,0.4514505,0.06151475,0.010785808,0.45036608,-0.5545543,0.06350965,0.39503583,-0.086604066,0.19175284,-0.3812112,-0.22839499,-0.3487348,0.3095437,0.47084683,-0.1183691,-0.64763075,0.15863433
Ibrutinib,0.20885114,0.33930567,-0.18239263,-0.26503164,-0.033374425,0.3154999,0.38873783,-0.6467119,-0.048604112,0.3646052,-0.10864106,0.3663097,0.47319868,0.012155183,-0.637734,0.06793925,0.6175028,-0.19038506,-0.09541227,-0.0026471394,-0.1899709,-0.39117542,0.17479093,-0.38629162,0.527347,0.17495424,0.010164583,-0.3328845,-0.11309173,-0.111256264,-0.36201084,-0.42743286,0.0033893317,-0.069033116,0.090384156,0.20275956,0.43289828,0.15677004,-0.0552139,0.23508438,-0.39308074,0.4726791,-0.6382653,-0.16340381,-0.050421,0.52894,0.37597626,0.37366366,-0.37003645,0.19402346
Ibuprofen,0.57810915,-0.24933328,-0.17417684,0.036210556,0.16733316,0.30644542,0.20182745,-0.2618707,0.49263617,0.17240663,0.094668545,-0.10281723,0.15165055,0.2924788,-0.19607255,-0.073478915,0.25146508,-0.5905184,0.19094522,0.51926047,0.19359544,0.012496202,-0.068017334,-0.22379778,0.2299484,-0.6031641,-0.17928308,-0.30656552,0.05216075,-0.12505865,0.048175935,0.19551454,-0.060375553,-0.016900072,0.14057566,-0.08855292,0.7980855,0.15780383,-0.15496199,0.077298805,-0.3313106,0.6086165,-0.10612485,0.3258242,-0.55947065,0.30282596,-0.17313582,0.113644704,-0.34682798,-0.14231364
Iloprost,0.43354148,0.053457357,-0.1979174,0.19426511,-0.43083373,0.30118597,-0.18171957,-0.5522137,0.13993856,-0.033034097,-0.37609476,-0.09789295,0.11138575,0.4167308,-0.27659547,-0.054770224,0.24290502,-0.42562404,0.40718675,0.0658972,-0.14162327,-0.0025851866,-0.19983491,-0.53486454,0.12623009,0.16313134,-0.1862233,-0.48523772,0.5350919,0.039699055,-0.060126822,-0.4213915,0.12585111,0.25889492,0.30497998,-0.013841292,0.38933796,0.030402347,-0.42421907,0.01896261,-0.3621861,0.56852704,-0.65356207,-0.056186877,-0.64878154,0.25100145,0.3420038,0.15076412,-0.42355865,-0.037407596
Indomethacin,0.4605875,-0.059064962,-0.06517553,-0.06066632,0.060634974,0.27037802,0.113902174,-0.37859613,0.50216264,0.29008105,0.061638363,-0.04209572,0.13968132,0.301158,-0.22895814,-0.17959398,0.38722232,-0.7767755,0.31478512,0.26667184,0.024295365,0.18058935,0.09962147,-0.49540165,0.14401944,-0.15915462,-0.24316055,-0.058891866,-0.0128558045,-0.14217173,0.19430597,0.18755224,-0.29200825,-0.19866957,0.12855428,-0.022692213,0.58036315,0.15122136,-0.06408785,-0.0936691,-0.33031285,0.35221472,0.038470663,0.17586143,-0.6114808,-0.12418193,0.067876995,0.061954796,-0.34876573,-0.22703697
Tositumomab (I-131),0.5897761,0.009096522,-0.3171582,-0.07113007,-0.279174,0.44378147,0.222127,-0.6773555,0.5081038,-0.17013179,-0.2641988,0.41251564,-0.05182353,0.0072014853,-0.575509,-0.17736022,0.32123324,-0.18271041,-0.13309808,0.5320125,-0.49812102,-0.033282712,0.41738787,-0.31665424,0.12943998,0.15085167,-0.068681344,-0.11025608,-0.17582932,-0.13219355,-0.08243095,0.26951492,0.08545904,0.09434787,-0.09766524,0.10647673,0.45887372,-0.58216393,0.064915426,0.34713364,-0.19133204,0.18410844,-0.49362695,-0.15119663,-0.36710697,0.31053323,0.44967708,0.1447976,-0.31751174,0.12131835
Ivacaftor,-0.13704002,0.13294609,-0.12052084,-0.14009802,0.100775644,-0.13309164,0.1280004,-0.32187736,-0.055788808,0.14090793,0.082236096,-0.2958843,0.3814592,-0.25900665,-0.29481244,-0.17077689,-0.15963209,-0.2611428,-0.24634852,0.23867235,0.32410258,-0.047447745,0.19392104,-0.44764167,0.33338344,0.043681636,-0.09703926,0.14149906,-0.14215569,0.1233527,0.025949597,-0.13012148,-0.45266083,0.19534294,0.018146597,0.051254515,0.3020246,-0.012827623,0.12379485,-0.23009327,-0.2269511,0.57066864,-0.022013184,0.23639292,-0.6027812,-0.09935114,0.59590495,0.16119249,-0.3753908,-0.079815045
Ketoprofen,0.4000871,-0.16180122,-0.32177415,0.31931308,0.17879997,0.19444084,0.18148568,-0.26176527,0.61114395,0.1394231,0.003819014,0.029537147,0.162777,0.28057602,-0.40091002,0.046034586,0.29460675,-0.7484814,0.22072668,0.47529638,0.23121175,0.0460323,-0.16457792,-0.6711075,0.083734654,-0.42500046,-0.093098216,-0.09833812,0.05089455,-0.09415463,0.06287235,0.07694615,-0.27154663,-0.17177407,0.18488102,-0.2459656,0.44240946,0.23018855,-0.27785993,0.00020233946,-0.32420102,0.552634,-0.123825125,0.24819723,-0.44277522,-0.06402296,-0.08645391,-0.28149056,-0.4021143,-0.13237277
Ketorolac,0.39360112,0.08699298,-0.11789193,0.07448872,-0.1005661,0.3673846,0.17231356,-0.2509388,0.6424557,0.54686254,0.06902948,-0.20677467,0.24562353,0.1804565,-0.40129384,-0.2792673,0.26054218,-0.48946038,0.5589375,0.2671818,-0.14980632,0.06380715,0.0008078752,-0.46191585,0.29271096,-0.2182935,-0.16658375,0.19027898,0.012945043,0.037613608,0.14516343,0.090452865,-0.20410931,-0.114390895,0.012821532,0.123868026,0.60503346,0.19151962,-0.11609184,0.13561922,-0.56291276,0.6070113,-0.082037546,0.3720191,-0.38722253,0.17703155,0.19458728,-0.036510743,-0.399012,-0.07341558
Ketorolac (ophthalmic),0.2920015,-0.08251981,-0.1453833,0.16128431,-0.27573457,0.44189006,0.17020205,-0.5755716,0.5424694,0.20901455,-0.2196725,-0.13672823,0.0979526,0.2565988,-0.35469761,-0.079174764,0.43414226,-0.5307523,0.39626577,0.11686509,-0.37615383,-0.13753326,0.15763436,-0.43081164,0.24838476,0.078060776,-0.23580226,-0.35635874,0.39364314,-0.02763456,-0.2761991,-0.082825005,-0.20719242,0.43977293,0.3024823,0.1564022,0.4349555,-0.028805003,-0.16035403,-0.05329019,-0.45763278,0.65700114,-0.6768157,-0.14625548,-0.43770382,0.5630068,0.3699852,0.11944898,-0.41822684,-0.06899025
